week,week_start,week_end,month,platform,campaign_id,campaign_name,campaign_objective,spend,impressions,clicks,ctr_pct,cpc,cpm,sessions,add_to_cart,atc_rate_pct,checkouts,checkout_rate_pct,orders,cvr_pct,revenue,new_customers,cac,roas,contribution_roas,status
2024-W42,14/10/2024,20/10/2024,2024-10,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,664.59,3593,236,6.57,2.82,184.95,223,14,6.41,8,62.4,2,1.08,1141.45,1,664.59,1.72,0.95,active
2024-W42,14/10/2024,20/10/2024,2024-10,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,670.61,2286,129,5.67,5.2,293.25,115,4,3.83,2,61.12,3,3.37,1679.28,2,335.31,2.5,1.46,active
2024-W42,14/10/2024,20/10/2024,2024-10,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2388.95,10720,147,1.38,16.25,222.84,130,7,5.87,3,53.32,3,2.2,1795.13,2,1194.47,0.75,0.38,active
2024-W42,14/10/2024,20/10/2024,2024-10,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,896.74,2360,60,2.58,14.95,379.87,54,2,3.84,1,53.19,1,3.61,668.78,1,896.74,0.75,0.45,active
2024-W42,14/10/2024,20/10/2024,2024-10,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,3279.86,12257,232,1.9,14.14,267.59,216,9,4.34,5,66.16,4,1.9,2986.58,2,1639.93,0.91,0.48,active
2024-W43,21/10/2024,27/10/2024,2024-10,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,2153.32,9131,429,4.7,5.02,235.82,405,26,6.51,16,61.72,8,2.0,5299.01,5,430.66,2.46,1.28,active
2024-W43,21/10/2024,27/10/2024,2024-10,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1306.64,7192,473,6.58,2.76,181.66,432,26,6.21,18,71.16,12,2.88,9543.76,9,145.18,7.3,4.49,active
2024-W43,21/10/2024,27/10/2024,2024-10,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,998.54,4152,271,6.55,3.68,240.45,259,12,4.84,6,55.88,3,1.19,1912.04,2,499.27,1.91,1.01,active
2024-W43,21/10/2024,27/10/2024,2024-10,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,741.85,2623,146,5.57,5.08,282.8,129,6,4.85,3,65.19,1,1.42,721.84,1,741.85,0.97,0.53,active
2024-W43,21/10/2024,27/10/2024,2024-10,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,529.72,2735,112,4.11,4.73,193.68,102,4,4.38,2,56.23,1,1.46,547.58,1,529.72,1.03,0.64,active
2024-W43,21/10/2024,27/10/2024,2024-10,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2282.69,5897,160,2.72,14.27,387.09,149,9,6.33,4,52.64,5,3.38,3584.59,4,570.67,1.57,0.95,active
2024-W43,21/10/2024,27/10/2024,2024-10,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,914.27,2211,58,2.63,15.76,413.43,54,2,4.51,1,60.27,1,3.61,796.81,1,914.27,0.87,0.46,active
2024-W43,21/10/2024,27/10/2024,2024-10,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,3026.03,7552,183,2.43,16.54,400.68,165,6,4.15,3,51.63,5,3.15,3098.98,3,1008.68,1.02,0.58,active
2024-W44,28/10/2024,03/11/2024,2024-10,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,2595.87,11959,612,5.12,4.24,217.05,562,40,7.21,25,63.43,7,1.42,3942.13,5,519.17,1.52,0.84,active
2024-W44,28/10/2024,03/11/2024,2024-10,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1118.9,4142,270,6.54,4.14,270.07,254,9,3.91,4,51.6,6,2.56,3922.59,5,223.78,3.51,2.05,active
2024-W44,28/10/2024,03/11/2024,2024-10,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,824.15,3056,201,6.6,4.1,269.65,188,8,4.57,5,65.4,6,3.52,4047.69,5,164.83,4.91,2.65,active
2024-W44,28/10/2024,03/11/2024,2024-10,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,698.43,2897,183,6.33,3.82,241.05,173,11,6.64,6,61.88,1,0.91,765.39,1,698.43,1.1,0.53,active
2024-W44,28/10/2024,03/11/2024,2024-10,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,609.68,1960,95,4.88,6.42,310.91,89,4,5.1,2,63.91,3,3.68,2041.16,2,304.84,3.35,2.03,active
2024-W44,28/10/2024,03/11/2024,2024-10,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,1978.48,6342,154,2.43,12.85,311.93,143,6,4.21,3,50.87,2,2.01,1457.53,1,1978.48,0.74,0.44,active
2024-W44,28/10/2024,03/11/2024,2024-10,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,928.21,3180,42,1.34,22.1,291.85,39,2,6.44,1,53.08,1,1.46,697.88,1,928.21,0.75,0.39,active
2024-W44,28/10/2024,03/11/2024,2024-10,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,2756.96,8402,141,1.69,19.55,328.11,130,8,6.84,4,59.88,4,3.79,2147.27,3,918.99,0.78,0.48,active
2024-W45,04/11/2024,10/11/2024,2024-11,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1923.0,9783,608,6.22,3.16,196.55,569,30,5.33,19,64.92,19,3.44,13182.27,16,120.19,6.86,4.11,active
2024-W45,04/11/2024,10/11/2024,2024-11,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1066.62,5337,307,5.76,3.47,199.82,281,20,7.17,10,51.01,8,2.93,4573.4,5,213.32,4.29,2.58,active
2024-W45,04/11/2024,10/11/2024,2024-11,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,858.38,2948,152,5.17,5.65,291.12,134,7,5.86,4,67.99,1,1.21,759.75,1,858.38,0.89,0.49,active
2024-W45,04/11/2024,10/11/2024,2024-11,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,751.15,3134,195,6.23,3.85,239.67,188,11,6.21,6,57.13,7,3.73,3928.39,5,150.23,5.23,2.82,active
2024-W45,04/11/2024,10/11/2024,2024-11,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,642.21,2237,124,5.58,5.18,286.99,112,4,3.98,2,53.11,2,2.1,1372.04,1,642.21,2.14,1.12,active
2024-W45,04/11/2024,10/11/2024,2024-11,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2424.76,10628,144,1.36,16.84,228.14,137,8,5.95,5,67.11,3,0.95,1565.71,1,2424.76,0.65,0.36,active
2024-W45,04/11/2024,10/11/2024,2024-11,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,811.25,2315,60,2.62,13.52,350.35,54,3,6.73,2,67.0,1,2.91,711.95,1,811.25,0.88,0.52,active
2024-W45,04/11/2024,10/11/2024,2024-11,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,2466.8,6051,131,2.18,18.83,407.62,114,4,4.22,2,61.0,4,3.66,3019.1,2,1233.4,1.22,0.65,active
2024-W46,11/11/2024,17/11/2024,2024-11,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1903.17,8935,370,4.15,5.14,212.99,341,13,3.88,7,57.96,10,3.11,5857.83,8,237.9,3.08,1.68,active
2024-W46,11/11/2024,17/11/2024,2024-11,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1245.89,5696,249,4.38,5.0,218.7,236,14,6.24,9,71.31,5,2.28,3605.21,3,415.3,2.89,1.72,active
2024-W46,11/11/2024,17/11/2024,2024-11,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,931.29,4234,215,5.1,4.33,219.91,194,13,6.72,8,66.68,1,1.03,797.46,1,931.29,0.86,0.44,active
2024-W46,11/11/2024,17/11/2024,2024-11,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,747.96,3017,125,4.15,5.98,247.91,119,7,6.39,4,63.04,2,1.85,1446.11,1,747.96,1.93,1.14,active
2024-W46,11/11/2024,17/11/2024,2024-11,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,640.17,2836,115,4.09,5.57,225.66,108,7,6.98,4,58.26,1,1.54,665.32,1,640.17,1.04,0.58,active
2024-W46,11/11/2024,17/11/2024,2024-11,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2012.53,4962,95,1.93,21.18,405.58,86,3,4.05,1,65.84,3,2.73,1741.99,1,2012.53,0.87,0.42,active
2024-W46,11/11/2024,17/11/2024,2024-11,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,941.52,4059,57,1.42,16.52,231.93,54,2,5.33,1,53.77,1,1.9,701.09,1,941.52,0.74,0.37,active
2024-W46,11/11/2024,17/11/2024,2024-11,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,2603.46,7605,111,1.47,23.45,342.31,107,7,6.92,3,51.9,3,3.39,2456.1,2,1301.73,0.94,0.52,active
2024-W47,18/11/2024,24/11/2024,2024-11,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,2334.7,10656,638,5.99,3.66,219.08,602,27,4.49,15,57.2,15,2.58,10462.97,9,259.41,4.48,2.22,active
2024-W47,18/11/2024,24/11/2024,2024-11,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1221.23,6757,455,6.74,2.68,180.71,397,21,5.38,14,66.91,3,1.0,1991.34,2,610.62,1.63,0.89,active
2024-W47,18/11/2024,24/11/2024,2024-11,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,969.4,3983,180,4.52,5.39,243.34,166,5,3.55,3,66.1,6,3.65,3652.42,4,242.35,3.77,2.27,active
2024-W47,18/11/2024,24/11/2024,2024-11,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,631.24,2553,120,4.71,5.26,247.17,112,7,6.93,4,66.44,1,0.97,751.55,1,631.24,1.19,0.66,active
2024-W47,18/11/2024,24/11/2024,2024-11,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,586.37,2017,99,4.91,5.92,290.58,90,5,6.03,3,68.93,1,1.11,619.87,1,586.37,1.06,0.52,active
2024-W47,18/11/2024,24/11/2024,2024-11,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2160.88,7887,213,2.71,10.14,273.96,196,13,6.68,8,67.33,2,1.13,1481.46,1,2160.88,0.69,0.34,active
2024-W47,18/11/2024,24/11/2024,2024-11,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,996.19,2806,73,2.62,13.65,354.93,64,3,4.96,1,63.62,1,1.96,687.64,1,996.19,0.69,0.41,active
2024-W47,18/11/2024,24/11/2024,2024-11,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,2646.61,10142,280,2.77,9.45,260.94,250,9,3.95,5,60.53,9,3.62,7269.58,6,441.1,2.75,1.48,active
2024-W48,25/11/2024,01/12/2024,2024-11,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,2287.02,10810,525,4.86,4.36,211.56,470,29,6.22,16,56.1,5,1.08,3329.34,3,762.34,1.46,0.83,active
2024-W48,25/11/2024,01/12/2024,2024-11,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1091.34,3906,227,5.83,4.81,279.38,209,9,4.67,5,63.66,6,3.22,4575.83,5,218.27,4.19,2.04,active
2024-W48,25/11/2024,01/12/2024,2024-11,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,806.18,2644,136,5.17,5.93,304.87,119,8,7.09,4,56.34,4,3.67,2411.13,3,268.73,2.99,1.81,active
2024-W48,25/11/2024,01/12/2024,2024-11,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,699.38,2312,123,5.36,5.69,302.5,114,5,4.67,3,71.33,2,2.47,1248.02,1,699.38,1.78,1.07,active
2024-W48,25/11/2024,01/12/2024,2024-11,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,620.83,2811,112,3.99,5.54,220.81,107,4,4.43,2,70.84,2,2.77,1245.68,1,620.83,2.01,1.13,active
2024-W48,25/11/2024,01/12/2024,2024-11,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2108.29,6225,143,2.31,14.74,338.67,136,7,5.28,3,56.69,3,1.28,1714.56,2,1054.14,0.81,0.41,active
2024-W48,25/11/2024,01/12/2024,2024-11,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,896.6,2164,52,2.43,17.24,414.14,45,2,4.91,1,60.03,1,1.38,733.54,1,896.6,0.82,0.4,active
2024-W48,25/11/2024,01/12/2024,2024-11,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,2806.2,7234,167,2.31,16.8,387.87,156,6,4.11,3,55.23,3,1.02,1673.83,2,1403.1,0.6,0.34,active
2024-W49,02/12/2024,08/12/2024,2024-12,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1830.07,7072,275,3.9,6.65,258.75,247,12,4.88,6,58.2,6,2.47,3662.81,5,366.01,2.0,1.2,active
2024-W49,02/12/2024,08/12/2024,2024-12,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1172.51,4691,198,4.24,5.92,249.92,181,8,4.78,4,50.09,5,3.04,3096.92,4,293.13,2.64,1.28,active
2024-W49,02/12/2024,08/12/2024,2024-12,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,894.36,4054,268,6.63,3.34,220.58,259,14,5.79,7,53.24,6,2.54,3915.79,4,223.59,4.38,2.16,active
2024-W49,02/12/2024,08/12/2024,2024-12,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,738.92,2414,101,4.22,7.32,306.02,93,4,4.73,2,58.84,3,3.34,1643.23,1,738.92,2.22,1.24,active
2024-W49,02/12/2024,08/12/2024,2024-12,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,620.35,2370,105,4.47,5.91,261.68,101,4,4.61,2,50.5,2,2.46,1442.93,1,620.35,2.33,1.3,active
2024-W49,02/12/2024,08/12/2024,2024-12,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2206.22,8521,145,1.71,15.22,258.89,134,9,7.27,6,69.99,2,1.95,1552.28,1,2206.22,0.7,0.42,active
2024-W49,02/12/2024,08/12/2024,2024-12,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,872.53,3150,55,1.76,15.86,276.93,53,3,7.0,1,51.93,1,3.01,817.78,1,872.53,0.94,0.52,active
2024-W49,02/12/2024,08/12/2024,2024-12,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1993.47,5230,143,2.75,13.94,381.13,130,9,7.09,4,53.07,3,2.6,1747.01,2,996.74,0.88,0.53,active
2024-W50,09/12/2024,15/12/2024,2024-12,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,2154.65,6772,270,4.0,7.98,318.13,260,16,6.52,8,51.95,5,2.09,3221.77,3,718.22,1.5,0.74,active
2024-W50,09/12/2024,15/12/2024,2024-12,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1260.55,4411,185,4.21,6.81,285.73,164,8,5.03,4,62.19,2,1.02,1540.75,1,1260.55,1.22,0.62,active
2024-W50,09/12/2024,15/12/2024,2024-12,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,912.8,3727,144,3.88,6.34,244.88,125,5,4.55,3,71.03,4,3.32,2864.58,3,304.27,3.14,1.74,active
2024-W50,09/12/2024,15/12/2024,2024-12,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,686.08,2756,161,5.86,4.26,248.86,144,5,3.98,2,56.1,5,3.78,3718.35,3,228.69,5.42,3.31,active
2024-W50,09/12/2024,15/12/2024,2024-12,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,609.44,2020,114,5.68,5.35,301.57,104,6,6.28,3,52.63,2,2.39,1547.17,1,609.44,2.54,1.37,active
2024-W50,09/12/2024,15/12/2024,2024-12,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,1966.89,6927,180,2.61,10.93,283.94,159,6,4.15,3,56.0,3,2.12,1880.39,2,983.45,0.96,0.47,active
2024-W50,09/12/2024,15/12/2024,2024-12,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,906.4,2225,44,2.02,20.6,407.26,41,1,4.23,0,52.08,1,3.08,781.73,1,906.4,0.86,0.47,active
2024-W50,09/12/2024,15/12/2024,2024-12,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,2193.22,7827,180,2.3,12.18,280.21,168,6,3.88,3,62.76,5,3.29,3377.26,3,731.07,1.54,0.95,active
2024-W51,16/12/2024,22/12/2024,2024-12,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1972.82,8666,565,6.53,3.49,227.64,497,20,4.12,10,54.86,7,1.45,4928.2,5,394.56,2.5,1.24,active
2024-W51,16/12/2024,22/12/2024,2024-12,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1207.39,4744,258,5.45,4.68,254.49,243,9,3.96,5,60.13,2,1.12,1594.05,1,1207.39,1.32,0.67,active
2024-W51,16/12/2024,22/12/2024,2024-12,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,859.3,3723,232,6.25,3.7,230.76,222,13,5.89,8,66.8,4,1.89,2114.51,3,286.43,2.46,1.28,active
2024-W51,16/12/2024,22/12/2024,2024-12,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,653.36,2178,92,4.23,7.1,299.95,82,3,4.0,1,52.86,1,1.13,755.21,1,653.36,1.16,0.6,active
2024-W51,16/12/2024,22/12/2024,2024-12,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,639.56,2235,87,3.93,7.35,286.03,76,5,6.67,3,61.3,1,1.07,595.9,1,639.56,0.93,0.56,active
2024-W51,16/12/2024,22/12/2024,2024-12,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2288.49,6169,151,2.45,15.16,370.91,145,6,4.32,4,69.83,3,1.44,1641.7,2,1144.24,0.72,0.41,active
2024-W51,16/12/2024,22/12/2024,2024-12,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,995.44,2429,42,1.76,23.7,409.76,37,2,5.5,1,66.03,2,1.6,1099.46,1,995.44,1.1,0.6,active
2024-W51,16/12/2024,22/12/2024,2024-12,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1855.05,7042,106,1.51,17.5,263.4,95,6,7.11,3,61.82,3,3.72,1752.61,2,927.52,0.94,0.57,active
2024-W52,23/12/2024,29/12/2024,2024-12,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,2078.73,8987,500,5.57,4.16,231.3,456,33,7.33,17,53.98,8,1.93,4674.26,5,415.75,2.25,1.27,active
2024-W52,23/12/2024,29/12/2024,2024-12,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1088.5,3424,142,4.17,7.67,317.85,125,5,4.04,3,66.77,3,2.94,1596.55,2,544.25,1.47,0.79,active
2024-W52,23/12/2024,29/12/2024,2024-12,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,817.0,3718,208,5.6,3.93,219.71,187,13,7.4,7,59.77,4,2.51,3106.44,2,408.5,3.8,2.2,active
2024-W52,23/12/2024,29/12/2024,2024-12,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,627.69,2108,110,5.23,5.71,297.75,103,4,4.22,2,71.97,2,2.33,1302.84,1,627.69,2.08,1.26,active
2024-W52,23/12/2024,29/12/2024,2024-12,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,540.24,2700,135,5.0,4.0,200.07,125,4,3.91,2,70.36,4,3.74,3250.25,2,270.12,6.02,3.68,active
2024-W52,23/12/2024,29/12/2024,2024-12,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2250.14,5381,75,1.4,30.0,418.13,71,4,6.4,2,56.13,3,2.97,1805.68,2,1125.07,0.8,0.43,active
2024-W52,23/12/2024,29/12/2024,2024-12,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,931.07,3103,60,1.96,15.52,300.05,55,2,5.12,1,60.66,2,1.71,1104.82,1,931.07,1.19,0.61,active
2024-W52,23/12/2024,29/12/2024,2024-12,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,2098.63,6071,86,1.42,24.4,345.67,75,2,3.71,1,51.5,3,2.87,1904.37,2,1049.32,0.91,0.44,active
2025-W01,30/12/2024,05/01/2025,2024-12,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1814.98,6795,277,4.09,6.55,267.08,243,15,6.51,10,66.89,7,3.2,5030.4,5,363.0,2.77,1.64,active
2025-W01,30/12/2024,05/01/2025,2024-12,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1131.36,4959,316,6.38,3.58,228.11,292,21,7.31,10,50.7,6,2.15,3810.53,4,282.84,3.37,1.66,active
2025-W01,30/12/2024,05/01/2025,2024-12,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,873.29,3573,139,3.9,6.28,244.35,128,8,6.94,4,56.67,3,2.95,1681.04,2,436.64,1.92,1.06,active
2025-W01,30/12/2024,05/01/2025,2024-12,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,697.89,3573,208,5.83,3.36,195.31,194,12,6.24,7,62.59,4,2.28,2688.02,2,348.94,3.85,1.93,active
2025-W01,30/12/2024,05/01/2025,2024-12,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,599.24,1896,107,5.65,5.6,315.92,96,7,7.41,3,57.05,1,0.98,771.08,1,599.24,1.29,0.79,active
2025-W01,30/12/2024,05/01/2025,2024-12,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2327.81,10328,271,2.63,8.59,225.38,245,9,3.89,5,57.59,4,1.94,2873.49,2,1163.9,1.23,0.7,active
2025-W01,30/12/2024,05/01/2025,2024-12,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,931.99,2753,73,2.66,12.77,338.51,63,2,4.72,1,57.43,1,0.96,658.27,1,931.99,0.71,0.41,active
2025-W01,30/12/2024,05/01/2025,2024-12,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,2134.3,5332,86,1.63,24.82,400.28,80,4,5.85,2,71.69,2,2.0,1383.52,1,2134.3,0.65,0.37,active
2025-W02,06/01/2025,12/01/2025,2025-01,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1627.22,5927,285,4.81,5.71,274.52,262,17,6.56,9,57.47,7,2.68,4555.58,5,325.44,2.8,1.59,active
2025-W02,06/01/2025,12/01/2025,2025-01,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1300.03,4479,283,6.32,4.59,290.2,261,12,4.65,6,51.05,9,3.79,5289.89,7,185.72,4.07,2.29,active
2025-W02,06/01/2025,12/01/2025,2025-01,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,811.86,2722,111,4.08,7.31,298.19,100,3,3.77,2,67.63,2,2.28,1517.39,1,811.86,1.87,1.1,active
2025-W02,06/01/2025,12/01/2025,2025-01,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,666.71,2278,116,5.1,5.75,292.58,107,4,4.3,2,58.85,2,2.71,1498.07,1,666.71,2.25,1.25,active
2025-W02,06/01/2025,12/01/2025,2025-01,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,530.68,1905,121,6.39,4.39,278.47,112,4,4.35,2,71.17,3,3.05,2403.45,2,265.34,4.53,2.51,active
2025-W02,06/01/2025,12/01/2025,2025-01,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2260.41,6046,114,1.89,19.83,373.82,105,6,6.01,3,61.49,3,1.96,1695.43,2,1130.2,0.75,0.45,active
2025-W02,06/01/2025,12/01/2025,2025-01,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,856.86,2790,47,1.71,18.23,307.08,44,1,3.76,0,54.48,1,2.1,713.81,1,856.86,0.83,0.42,active
2025-W02,06/01/2025,12/01/2025,2025-01,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1434.01,4761,65,1.38,22.06,301.17,57,2,4.48,1,68.2,2,2.25,1301.68,1,1434.01,0.91,0.49,active
2025-W03,13/01/2025,19/01/2025,2025-01,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1599.99,7908,332,4.21,4.82,202.31,297,19,6.71,12,64.49,4,1.41,3236.54,2,800.0,2.02,1.01,active
2025-W03,13/01/2025,19/01/2025,2025-01,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1061.73,3535,143,4.05,7.42,300.34,133,9,6.97,6,69.81,2,2.08,1434.46,1,1061.73,1.35,0.77,active
2025-W03,13/01/2025,19/01/2025,2025-01,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,995.72,3538,149,4.22,6.68,281.39,131,8,6.44,5,70.52,3,2.41,2414.71,2,497.86,2.43,1.22,active
2025-W03,13/01/2025,19/01/2025,2025-01,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,658.3,2166,97,4.51,6.79,303.84,85,5,6.73,2,57.24,2,2.59,1489.02,1,658.3,2.26,1.28,active
2025-W03,13/01/2025,19/01/2025,2025-01,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,588.89,2941,127,4.33,4.64,200.2,122,6,5.26,3,55.59,3,2.61,1897.23,2,294.44,3.22,1.78,active
2025-W03,13/01/2025,19/01/2025,2025-01,meta,CMP-MT-001,Meta Prospecting — Darjeeling Loyalist,acquisition,2103.11,6900,158,2.29,13.31,304.76,152,10,7.02,7,70.61,2,1.95,1532.82,1,2103.11,0.73,0.38,active
2025-W03,13/01/2025,19/01/2025,2025-01,meta,CMP-MT-002,Meta Retargeting — Site Visitors,retargeting,1000.83,2933,74,2.55,13.52,341.16,69,5,7.26,3,65.2,2,3.19,1371.64,1,1000.83,1.37,0.8,active
2025-W03,13/01/2025,19/01/2025,2025-01,meta,CMP-MT-003,Meta Prospecting — Gift + Festive,acquisition,1554.05,5311,132,2.5,11.77,292.57,116,8,6.97,5,68.87,2,2.03,1275.79,1,1554.05,0.82,0.4,active
2025-W04,20/01/2025,26/01/2025,2025-01,google,CMP-GS-001,Google Search — Brand + Darjeeling Intent,acquisition,1694.39,8795,551,6.27,3.08,192.64,492,21,4.34,14,69.59,17,3.56,13325.28,13,130.34,7.86,4.18,active
2025-W04,20/01/2025,26/01/2025,2025-01,google,CMP-GS-002,Google Search — First Flush Seasonal,acquisition,1173.01,6349,406,6.4,2.89,184.74,386,28,7.26,16,60.36,8,2.1,5881.73,6,195.5,5.01,2.52,active
2025-W04,20/01/2025,26/01/2025,2025-01,google,CMP-GS-003,Google Search — Chai + Daily Tea,acquisition,969.17,3280,193,5.9,5.02,295.42,177,8,4.91,5,63.25,5,3.26,3279.89,3,323.06,3.38,1.75,active
2025-W04,20/01/2025,26/01/2025,2025-01,google,CMP-GS-004,Google Search — Wellness + Green Tea,acquisition,624.75,2315,131,5.69,4.77,269.82,124,5,4.04,2,58.81,3,2.72,1634.01,1,624.75,2.62,1.51,active
2025-W04,20/01/2025,26/01/2025,2025-01,google,CMP-GS-005,Google Shopping — Product Catalog,acquisition,602.36,1907,119,6.29,5.06,315.75,112,7,6.89,4,65.09,3,3.2,1990.53,2,301.18,3.3,1.9,active
